"","IDname","Duration","RMS_m","Chdiff_m","Cent_m","Flat_m","Shannon_m","RMS_sd","Chdiff_sd","Cent_sd","Flat_sd","Shannon_sd","RMS_k","Chdiff_k","Cent_k","Flat_k","Shannon_k","Brightness_m","Zerocross_m","Rolloff_m","Spectspread_m","Spectentropy_m","Brightness_sd","Zerocross_sd","Rolloff_sd","Spectspread_sd","Spectentropy_sd","Brightness_k","Zerocross_k","Rolloff_k","Spectspread_k","Spectentropy_k","MIR8","MIR3","MIR7","MIR24","MIR4","MIR5"
"11","011-A New Cosmic Triad of Sound.mp3",35.4481632653061,0.0145073281645598,0.00084806397171998,707.557115164144,0.026437839451641,0.609735110800511,0.00982006009797684,0.0150030998242254,270.560581866869,0.0239367428509495,0.0593407533829399,-9.87509399258464e-05,-0.00056954510660611,0.964043973793615,0.000259424410955906,-0.000378987349481593,0.1543442256875,367.328125,1200.1185903125,1459.94462171875,0.62762618484375,0.128756190959414,230.489338298856,661.788180895073,398.611649058431,0.0563410710266682,-0.000176031310256408,1.47680860805861,-3.6316483025412,6.89180837110806,-0.000334733226419413,7,1,5,18,2,5
"12","012-A postcard from Antarctica.mp3",91.3502040816327,0.0108515795533323,-0.000547676945016801,4654.60161605018,0.150860464710973,0.827061429857573,0.00888179618885697,0.000937183657867697,1589.51691743948,0.0438260309452991,0.0689474878974415,-2.08341061659796e-05,9.07198004925802e-07,5.21368362069563,7.28487821252338e-05,0.000241567601523629,0.55913940856044,1502.47802197802,9767.0897256044,4383.08553357143,0.835763778813187,0.165670200462938,1196.85479951267,2035.00783908005,464.159507199897,0.0653310479133763,0.000666396057464136,5.36085131244084,5.38717190390761,0.387508265948804,0.000231469760238312,6,2,1,6,4,2
"13","013-A Quantum Drum.mp3",150.857142857143,0.0167821869819379,6.77999458884452e-11,651.645366842383,0.0269352088959177,0.527266139733514,0.00922141346216445,1.13301052884232e-09,780.465645822995,0.0778927776285876,0.0603227217681389,6.88486481792477e-05,-1.5935045607013e-12,-0.0800400536380637,1.37330541242792e-05,-0.000409360079123565,0.0190541048620553,464,560.703756956522,1366.24425790514,0.552322424426878,0.012382946043855,76.0661783716225,28.1163998746776,404.743511258613,0.0397063638129717,3.36765998404597e-05,0.630009070012494,-0.241437393608902,1.2985744795858,-0.00042012873282885,7,1,5,14,2,5
"14","014-A Quantum Soundscape.mp3",180.088163265306,0.0113627958649415,3.17650326267065e-09,1565.68869728695,0.0443030657392076,0.716882725496781,0.00788999931319522,3.64086974990192e-07,1535.15679091067,0.107587047005649,0.0987033008897026,-1.47620500650464e-05,9.08532207007879e-12,-1.78037640137944,2.14393340384275e-05,-4.13953962646368e-05,0.298226644434365,1044.78328173375,1919.05089902477,1284.8632630031,0.716880073095975,0.086731409124514,341.007781325589,648.623868190864,575.748612822599,0.0813287854024633,-0.00022380091976809,-1.03741130319405,3.46754401086903,2.25232917048055,-0.000171762081230832,8,1,2,21,2,5
"15","015-A Singing Comet.mp3",92.0816326530612,0.0168723776319209,0.00463552435750379,2438.9830846064,0.0590273354473609,0.712369414876302,0.00685284231623501,0.00920413981666629,1692.66653926934,0.0650878214977366,0.109389206744568,-5.16112443633448e-05,2.50556065736844e-05,2.24207963700372,9.58715515612628e-05,0.000391932157308476,0.236575538206648,970.60989010989,4881.5667952967,2959.74862905495,0.724501565642857,0.214555323282764,388.039250892403,4656.10680810769,1398.06191947682,0.103627076628919,0.000305322453531084,-0.397173306420659,5.58734543937395,5.08500904396499,0.000373636507425369,4,3,3,13,1,3
"16","016-A Song of Our Warming Planet.mp3",105.142857142857,0.0644186703406663,0.000541689477771227,1110.44776834919,0.0422333313937257,0.581529732629485,0.027278125982476,0.0106910750950466,495.683221570573,0.0277510427141677,0.0647924873087199,-5.4145467075143e-05,-2.49619421557344e-05,6.53929280258135,0.00014017337840259,0.000410576600958753,0.211340819404762,421.885714285714,1877.22106885714,2084.48062928571,0.606109654761905,0.129909267713494,245.431864828939,986.991553928639,373.923388423747,0.0593454020260407,0.00169926843769765,2.09336946416018,12.5622939724062,3.47899453382487,0.000390937634154322,3,1,2,16,2,5
"17","017-A Sonic Journey Across the Universe.mp3",85.7077551020408,0.013692545071045,0.000919300536862136,1993.48729796781,0.0414333699222788,0.72750991909343,0.00641970726966709,0.00509259482125505,1608.24151705959,0.0322602070068247,0.141252067881433,-4.46347258226599e-05,-2.28037203467721e-05,28.5526480149736,0.000533897048881804,0.00261409993681107,0.335518332322222,1255.24561403509,3881.47004787719,2285.96479176608,0.742302063520468,0.302397889049427,1087.73838140323,3290.37282790581,1102.92594974514,0.133708754333461,0.00566413583473997,18.5844829241366,60.6665679076063,19.1874858209398,0.00245191806102911,5,3,4,23,3,3
"18","018-A Sonic Memorial.mp3",181.78612244898,0.0312394374629054,-0.00302374689225927,615.845456672798,0.0221298485902006,0.574938183723627,0.0125542071279624,0.0061755435259213,935.166745774362,0.0981950783892921,0.0906426450405041,5.83510556143448e-05,-6.22250802472673e-06,1.4489370574383,-6.02265262625355e-06,0.000569859205379834,0.0468811954016807,361.719887955182,756.131340672269,1212.1369094958,0.595170751876751,0.0290080989476519,156.576183029611,339.179715301068,339.743103071944,0.0719536507761334,0.000158409879952463,1.1260245734098,2.53503456332165,-0.709781614929192,0.00050961622545547,7,1,5,18,2,5
"19","019-A Sonification of the zCOSMOS_ Galaxy Dataset a history of galaxies.mp3",52.0881632653061,0.00911305788609539,-0.000558838523248882,5974.00913125994,0.415828460186508,0.708357177227833,0.0261718072612107,0.00252735183655259,3086.58818592371,0.324067378726784,0.204832441853372,-0.000126710368164814,-6.95497051806881e-06,-5.000355489088,0.00644866103999678,-0.000169438610932819,0.863676554255319,3400.87234042553,5954.50335085106,2673.99447446809,0.615068518723404,0.264242224674411,1065.05536939189,2534.65485552339,653.37174547741,0.074407231745842,-0.0126932125782455,-40.4572155411656,-136.284876019889,-10.4936585568918,-0.00381040905180389,1,2,6,8,1,1
"20","020-A Sort of Joy.mp3",271.151020408163,0.0116399728439838,-0.00370187918393504,2378.63103276657,0.0823936030646057,0.808680626907842,0.00881777052434909,0.00808987604381364,910.696912123179,0.0412178463964572,0.0391275382820018,2.21170689534857e-05,-2.56992503210853e-05,-0.691525152216823,-7.07566544069302e-05,-3.43530019756403e-05,0.383516874301115,1155.16171003717,4619.05968566915,2994.58147137546,0.817270608717472,0.131954320071127,526.382926180505,2381.32495987374,624.610147450081,0.0373386858820765,-7.63667057805053e-05,-0.27300477020554,-1.18487867756192,-0.470263377377806,-3.13558345425334e-05,4,3,3,5,3,3
"21","021-A Symphony of Bureaucracy.mp3",212.845714285714,0.0151296469634955,0.00128747211652878,2400.99732162937,0.0791838842399744,0.763028863951974,0.00662202476421664,0.00420676494863479,630.205156768504,0.0383595674076664,0.0451792717529178,3.1444255214441e-05,2.53908539980659e-06,-1.8022025181775,-9.64591423757604e-05,-0.000123539152183232,0.454294939808612,817.944976076555,4844.31066911483,2877.60478535885,0.776317499660287,0.0865785549166858,299.000684673349,1479.15027998512,572.590936772416,0.0382369872560901,-0.000285828491763928,-0.778798851727219,-3.08078828354242,-0.767640151012511,-9.18509377196829e-05,4,3,3,5,3,3
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","023-Accelerometer data during BepiColombo’s Venus flyby.mp3",70.530612244898,0.0705681079113693,0.0363949551493458,589.942235215897,0.0167765040953231,0.525453832129212,0.0383429382672857,0.0275559706414976,588.929836984448,0.0460599295218234,0.108079506249254,-0.000496893457426557,-0.000550506704025923,6.6319295164341,0.00034962930701477,0.0015180381140548,0.0776502422053846,149.607692307692,1127.99821007692,1821.86757884615,0.563996245769231,0.084226959842486,206.135670540185,1104.64018478017,521.148697498214,0.0882723994124299,0.00123446734724148,2.64795231397397,10.4069067875568,3.45995147769327,0.00132964562658236,7,1,5,17,2,5
"24","024-Acoustic Astronomy.mp3",4.93714285714286,0.0776431855894833,0.000858479470491476,984.108396427923,0.015120790582581,0.630783146615459,0.0037883360639769,0.0004200422625493,41.0197924586933,0.00126812431426236,0.0158468184091057,-0.000442459595114494,1.98514643185626e-06,-1.62457046357494,-0.000150980386601344,0.00539785437148111,0.109926536333333,390.777777777778,1074.56665888889,2194.32638888889,0.652178004444444,0.0118249974377652,25.2030641876032,122.424080337524,132.50694405092,0.0172203564423258,-0.000875483916666663,-3.68333333333333,16.0377466666667,-13.933655,0.00553943716666668,7,1,5,11,2,5
"25","025-Adrift (Machine 9).mp3",32.4440816326531,0.0180051087022889,0.00238395501800799,4533.28499779789,0.0848900877751523,0.842609028358307,0.00846797665312205,0.00873759037868972,1893.42901923219,0.0691111589280862,0.0569679550094731,0.000270588420457927,-0.000385968711144197,-73.7367956050258,-0.00101141796975002,-0.00251847899461437,0.575260582825397,3704.90476190476,9084.34143142857,4063.5042652381,0.848746208063492,0.17247220541339,1917.27243015399,2785.51401680733,722.201097189608,0.0533984757093009,-0.00847931511112711,-91.9103302611367,-123.846443255808,-30.4827899404762,-0.00238615216181835,6,2,1,6,4,2
"26","026-AERO.mp3",118.073469387755,0.0145031575472041,-0.000844623022884578,1450.4475183342,0.160321831857619,0.457994605431796,0.0124806345339865,0.00563135196923913,1946.45570768542,0.206379972521512,0.188289515089398,6.84804631888942e-05,-2.19729617997273e-05,-0.956466758509945,-0.000301939281757278,-0.000306424273115004,0.059859237004,239.986666666667,832.3300798,2156.32833513333,0.469272578933333,0.0613068170575915,218.045743204847,1181.21164031603,1077.8361299589,0.0993362156001017,-0.00023974612421921,-0.00286590515133977,-1.00810377628339,-3.91663363031246,-0.000557792292137428,8,1,2,17,2,5
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
